sample_time,computation_time,detection,fpic_rank,fpim_rank,fwaf_rank,fiml_rank,fx_rank
2.100248,0.001005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.150113,0.002019,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.200236,0.001509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.250177,0.001006,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.300217,0.001504,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.350268,0.002007,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.400282,0.001998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.450299,0.002078,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.500118,0.000998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.550301,0.002503,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.600130,0.001062,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.650330,0.002005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.700159,0.002015,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.750266,0.000999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.800151,0.001506,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.850336,0.002605,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.900162,0.001521,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.950290,0.001506,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.000183,0.002010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.050350,0.002000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.100296,0.000998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.150277,0.002020,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.200294,0.001518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.250210,0.000504,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.300288,0.002517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.350171,0.001505,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.400334,0.002005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.450215,0.001002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.500311,0.001998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.550164,0.001517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.600327,0.001507,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.650229,0.002008,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.700319,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.750158,0.001506,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.800351,0.001008,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.850382,0.002082,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.900316,0.002038,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.950338,0.002010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.000207,0.001001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.050387,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.100189,0.002520,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.150333,0.001509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.200212,0.002010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.250411,0.001015,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.300206,0.001516,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.350355,0.002523,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.400223,0.001507,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.450429,0.001514,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.500201,0.002014,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.550340,0.001003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.600367,0.001997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.650495,0.001515,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.700381,0.002003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.750218,0.001543,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.800395,0.001515,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.850285,0.001023,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.900399,0.002009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.950228,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.000410,0.002516,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.050289,0.001530,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.100570,0.002008,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.150274,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.200394,0.002000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.250494,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.300418,0.002555,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.350641,0.001505,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.400320,0.001005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.450473,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.500285,0.002002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.550384,0.000998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.600290,0.001002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.650507,0.001006,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.700304,0.002001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.750434,0.001518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.800297,0.002000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.850489,0.001508,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.900307,0.001010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.950454,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.000458,0.002000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.050480,0.002039,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.100457,0.001518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.150339,0.002000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.200463,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.250370,0.002001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.300451,0.000998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.350286,0.001509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.400493,0.001508,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.450368,0.001008,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.500467,0.002002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.550308,0.001508,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.600504,0.001010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.650397,0.002518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.700476,0.001009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.750488,0.002001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.800458,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.850570,0.002000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.900363,0.001996,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.950481,0.001503,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.000366,0.002517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.050531,0.001010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.100322,0.002537,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.150493,0.001518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.200389,0.002026,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.250572,0.001009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.300904,0.003047,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.350517,0.002002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.400395,0.001506,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.450585,0.002519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.500507,0.002011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.550443,0.002599,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.600500,0.001522,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.650410,0.002010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.700503,0.002032,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.750390,0.002011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.800550,0.001997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.850441,0.001998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.900548,0.002072,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.950394,0.002010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.000521,0.001009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.050638,0.001505,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.100538,0.002018,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.150522,0.003000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.200413,0.001517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.250581,0.002548,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.300376,0.001518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.350534,0.002519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.400398,0.001521,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.450592,0.001516,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.500909,0.002018,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.550539,0.002519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.600438,0.002517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.650628,0.003025,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.700557,0.002010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.750406,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.800601,0.002010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.850507,0.001999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.900590,0.002037,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.950414,0.001510,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.000581,0.004801,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.050482,0.002150,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.100562,0.002652,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.150418,0.003599,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.200591,0.001510,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.250525,0.003109,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.300619,0.004591,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.350578,0.002010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.400563,0.002000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.450675,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.500477,0.001508,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.550615,0.002009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.600684,0.002078,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.650676,0.002010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.700470,0.001001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.750612,0.002532,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.800501,0.001522,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.850680,0.001010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.900479,0.002000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.950629,0.001517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.000487,0.002000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.050841,0.002085,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.100503,0.002037,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.150647,0.001009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.200474,0.000507,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.250674,0.002525,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.300641,0.000508,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.350622,0.002517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.400679,0.001517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.450574,0.001001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.500619,0.002552,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.550520,0.001009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.600685,0.002000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.650588,0.000507,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.700656,0.002550,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.750526,0.001009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.800643,0.002544,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.850579,0.001010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.900662,0.001999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.950879,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.000612,0.002039,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.050763,0.002010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.100525,0.002000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.150681,0.001996,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.200539,0.002002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.250734,0.001534,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.300545,0.001518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.350695,0.001007,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.400541,0.002597,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.450755,0.001518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.500547,0.002011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.550689,0.001508,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.600546,0.002010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.650994,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.700665,0.001999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.750666,0.001518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.800573,0.001508,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.850604,0.002110,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.900581,0.002010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.950573,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.000591,0.001998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.050632,0.001509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.100725,0.002010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.150729,0.001508,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.200745,0.001009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.250657,0.002518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.300745,0.002023,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.350727,0.001007,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.400600,0.001999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.450794,0.001506,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.500761,0.002005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.550591,0.001001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.600996,0.001503,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.650778,0.001511,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.700753,0.002005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.750741,0.001005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.800688,0.001579,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.850809,0.002524,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.900760,0.001509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.950860,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.000757,0.002520,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.050706,0.001507,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.100600,0.002010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.150753,0.002015,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.200867,0.002081,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.250659,0.002011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.300640,0.001519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.350605,0.001010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.401012,0.002000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.450845,0.001508,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.500793,0.001009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.550783,0.001001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.600805,0.002518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.650706,0.001511,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.700621,0.002566,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.750652,0.001509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.800868,0.001518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.850859,0.002528,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.900633,0.001510,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.950801,0.002011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.000816,0.001509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.050968,0.002528,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.100784,0.002067,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.150675,0.002006,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.200833,0.001510,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.250734,0.002004,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.300808,0.001509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.350683,0.002518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.400825,0.004021,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.450892,0.001546,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.500692,0.003520,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.550846,0.002001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.600849,0.001505,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.650765,0.002526,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.700733,0.001504,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.750834,0.002007,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.801109,0.002542,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.850907,0.002029,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.900857,0.003521,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.950841,0.002000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.001112,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.051056,0.002000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.100695,0.001013,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.150901,0.002008,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.201031,0.002001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.250759,0.003115,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.300859,0.002014,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.351139,0.001519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.400742,0.001006,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.450963,0.001009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.501101,0.002518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.550735,0.000998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.600876,0.002001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.650785,0.002512,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.700874,0.001511,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.750871,0.001504,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.800736,0.001517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.850937,0.001516,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.900860,0.002000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.950787,0.001508,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.000721,0.001525,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.050929,0.001001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.100891,0.002001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.150897,0.002080,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.200819,0.000998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.250794,0.002001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.300748,0.002019,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.350781,0.001530,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.400749,0.001507,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.450793,0.001519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.500734,0.002008,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.550833,0.001001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.600935,0.002182,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.650977,0.002009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.701163,0.000999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.750906,0.001001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.800915,0.002517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.850983,0.001001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.900901,0.002016,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.951167,0.001520,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.000796,0.002019,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.050841,0.001005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.100816,0.002596,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.150797,0.000997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.200927,0.002507,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.250978,0.001008,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.300967,0.002001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.350768,0.001508,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.400827,0.002010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.450884,0.001507,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.501216,0.002610,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.550946,0.001523,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.600952,0.000999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.650877,0.002066,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.700821,0.002005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.750969,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.801008,0.001508,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.851073,0.002009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.900837,0.001517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.950861,0.001000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
18.001098,0.001611,0,0.000000,0.000000,0.000000,0.000000,0.000000 
18.051042,0.002047,0,0.000000,0.000000,0.000000,0.000000,0.000000 
18.100810,0.001517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
18.150802,0.002010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
18.200994,0.000999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
